FriendRel,PersonA_ID,PersonB_ID,DateOfFriendship,Desc
1057,43,143,150411,Other
1058,73,187,811013,Friend
1059,55,84,080919,Relative
1060,25,34,770822,Friend
1061,131,163,951026,College Friend
1062,99,57,860331,Friend
1063,172,157,940411,College Friend
1064,36,94,720702,Partner
1065,152,179,190718,Online Friend
1066,137,169,230110,Friend
1067,103,135,770630,Friend
1068,43,76,051106,Family
1069,95,180,710813,College Friend
1070,108,173,850104,Partner
1071,24,30,091224,Other
1072,63,144,060129,Other
1073,125,141,750903,Relative
1074,77,101,010628,Partner
1075,124,83,220919,Other
1076,200,75,801014,Online Friend
1077,107,193,210926,College Friend
1078,153,106,030803,Partner
1079,89,44,030727,Other
1080,58,13,740310,Online Friend
1081,33,52,910823,Partner
1082,117,1,870615,College Friend
1083,168,34,740917,College Friend
1084,22,171,791230,Online Friend
1085,75,129,161007,Other
1086,191,148,870918,Partner
1087,33,186,100112,Family
1088,184,177,041102,Partner
1089,61,131,910304,Friend
1090,194,140,090513,Friend
1091,33,86,991116,Partner
1092,27,45,960926,Online Friend
1093,109,7,980213,College Friend
1094,110,180,170716,College Friend
1095,129,22,790621,Relative
1096,200,42,070930,Online Friend
1097,108,182,170515,Online Friend
1098,15,111,920613,College Friend
1099,192,75,211230,Other
1100,104,42,210512,Other
1101,19,44,990409,College Friend
1102,133,175,210428,College Friend
1103,92,174,120513,Partner
1104,141,109,031102,Partner
1105,166,196,151110,Other
1106,15,99,770724,Partner
1107,71,26,141116,Online Friend
1108,116,125,731005,Other
1109,159,152,040425,Relative
1110,145,113,000323,College Friend
1111,45,30,820418,Other
1112,77,184,151222,Family
1113,174,148,960810,Online Friend
1114,10,32,830226,Family
1115,197,148,150307,Other
1116,177,138,731203,Family
1117,139,187,040919,Friend
1118,172,151,701012,College Friend
1119,169,143,070216,Relative
1120,7,107,181002,Other
1121,97,187,170518,College Friend
1122,70,28,770807,Relative
1123,48,63,751020,Friend
1124,161,2,800716,College Friend
1125,107,163,181026,Relative
1126,125,18,180814,Friend
1127,137,87,041207,Relative
1128,185,35,790622,Partner
1129,165,59,770511,Friend
1130,152,193,920531,Relative
1131,59,140,921113,Other
1132,69,165,960526,Partner
1133,81,8,980930,Relative
1134,136,61,800423,Friend
1135,170,65,101120,Online Friend
1136,152,127,861110,Relative
1137,63,122,110113,Friend
1138,193,10,000818,Online Friend
1139,181,128,161111,Friend
1140,136,118,800211,Friend
1141,142,93,140426,Other
1142,91,82,931125,Relative
1143,159,107,090107,Other
1144,3,198,210408,Friend
1145,143,190,901023,Online Friend
1146,33,106,080807,Family
1147,155,92,230809,Partner
1148,172,118,001228,Other
1149,30,4,160914,Other
1150,108,42,880109,Family
1151,75,29,110903,Partner
1152,83,162,071104,Family
1153,118,127,210425,Relative
1154,128,187,081113,Relative
1155,151,69,730531,Other
1156,181,186,811103,Family
1157,98,38,080927,Friend
1158,41,127,890410,Friend
1159,166,115,841017,Other
1160,12,56,841204,Other
1161,140,161,081202,Friend
1162,51,41,040402,Friend
1163,69,51,880601,Family
1164,41,9,720924,Friend
1165,124,197,810204,Other
1166,74,28,110503,College Friend
1167,140,106,160121,Friend
1168,58,106,701104,Family
1169,14,147,100921,Partner
1170,88,37,800129,Online Friend
1171,197,146,140830,Other
1172,80,3,990616,Other
1173,73,169,701205,Relative
1174,192,80,840511,Family
1175,12,88,840307,Other
1176,168,191,121009,Relative
1177,40,5,870121,Family
1178,20,130,151113,College Friend
1179,142,163,080111,College Friend
1180,42,2,980701,Family
1181,145,176,121111,Relative
1182,182,157,151002,Family
1183,112,6,760309,College Friend
1184,157,89,080717,Other
1185,132,7,020818,Friend
1186,124,71,701020,Friend
1187,34,109,071125,Online Friend
1188,3,21,150516,Friend
1189,21,50,000522,College Friend
1190,38,157,980915,Friend
1191,200,85,720816,Online Friend
1192,84,130,950108,Family
1193,13,80,821215,Partner
1194,169,44,741006,Online Friend
1195,63,68,171005,Friend
1196,59,68,750806,Relative
1197,147,79,840518,Family
1198,34,19,890103,Online Friend
1199,60,20,180207,Partner
1200,1,9,821108,Family
1201,177,152,840117,Online Friend
1202,98,30,700507,Partner
1203,153,17,120119,Other
1204,154,194,080615,Family
1205,41,6,120305,Other
1206,150,39,010106,Online Friend
1207,130,135,840820,Family
1208,189,148,941001,Family
1209,196,108,141206,Relative
1210,165,5,081115,Relative
1211,69,136,871210,Relative
1212,34,84,070305,Friend
1213,1,195,210401,Other
1214,188,82,920820,Family
1215,163,106,790829,Online Friend
1216,124,117,060218,Other
1217,113,65,110601,Partner
1218,164,127,161108,Online Friend
1219,180,73,961102,Online Friend
1220,143,95,100113,Online Friend
1221,175,9,710417,Relative
1222,51,96,900415,Online Friend
1223,97,30,051028,Family
1224,191,70,891117,College Friend
1225,42,84,711029,Partner
1226,7,167,950510,Family
1227,12,48,090610,Online Friend
1228,90,74,031206,College Friend
1229,166,142,201229,Relative
1230,148,31,990411,Relative
1231,157,152,910607,Online Friend
1232,192,56,730118,Online Friend
1233,180,37,051226,Friend
1234,184,189,870801,Online Friend
1235,35,103,030125,Relative
1236,98,76,830614,Partner
1237,141,174,971003,Partner
1238,14,128,010117,Friend
1239,103,80,930228,Family
1240,14,153,991225,Online Friend
1241,52,54,951104,Other
1242,142,156,000725,Friend
1243,144,176,040907,Family
1244,24,130,760909,College Friend
1245,38,43,850915,College Friend
1246,127,138,751030,Partner
1247,149,137,100824,Other
1248,8,193,170930,Relative
1249,134,58,731229,Online Friend
1250,74,187,810323,Relative
1251,163,37,870207,Relative
1252,27,150,730706,Friend
1253,150,112,951107,Family
1254,83,15,080307,Friend
1255,1,13,761205,Relative
1256,188,103,160919,Partner
1257,61,167,820302,Online Friend
1258,75,187,060213,Family
1259,11,186,081217,Relative
1260,94,25,970529,Online Friend
1261,95,144,820201,Online Friend
1262,191,175,830510,Relative
1263,24,187,070517,College Friend
1264,115,68,940425,Friend
1265,21,23,740701,Other
1266,135,110,780319,Relative
1267,112,199,790627,Friend
1268,16,198,040506,Friend
1269,115,169,791005,Online Friend
1270,96,94,990112,Relative
1271,188,27,890311,Other
1272,9,69,711102,Relative
1273,149,79,910907,Partner
1274,90,185,061025,Other
1275,140,31,880815,Friend
1276,176,148,200113,Partner
1277,144,93,160507,Friend
1278,94,135,180711,College Friend
1279,67,103,001011,Relative
1280,158,173,001031,Online Friend
1281,112,14,760324,Other
1282,70,131,850220,Family
1283,106,145,910518,Online Friend
1284,38,123,870714,Online Friend
1285,141,127,890208,Family
1286,137,77,130214,Friend
1287,150,187,101111,Partner
1288,121,167,760805,Relative
1289,82,56,070628,College Friend
1290,103,78,011101,Partner
1291,139,51,201204,Family
1292,31,180,870831,Online Friend
1293,35,85,930514,Family
1294,43,181,790902,Other
1295,102,149,110201,Other
1296,154,37,130130,College Friend
1297,130,199,730228,Friend
1298,65,22,960614,Online Friend
1299,126,123,040419,Online Friend
1300,185,77,871009,Relative
1301,194,149,840320,Relative
1302,124,13,120603,Online Friend
1303,180,57,050831,Friend
1304,171,87,130912,Partner
1305,21,72,821029,Other
1306,189,46,821116,Family
1307,5,194,920703,Partner
1308,192,94,700810,Friend
1309,6,1,780302,Other
1310,45,89,780325,Relative
1311,112,156,080625,Family
1312,91,34,780728,Other
1313,170,117,151127,Partner
1314,87,29,740419,College Friend
1315,176,71,900604,Partner
1316,187,182,720820,Family
1317,154,185,760208,College Friend
1318,152,2,890206,Partner
1319,87,82,131113,Relative
1320,119,16,040226,College Friend
1321,173,2,871215,Family
1322,141,154,160320,Other
1323,134,172,830507,College Friend
1324,97,171,900521,Friend
1325,127,178,080717,College Friend
1326,22,150,781216,College Friend
1327,200,17,211127,Family
1328,174,45,050731,Other
1329,15,103,040526,Partner
1330,39,159,850508,Friend
1331,179,6,161216,College Friend
1332,106,93,750926,Relative
1333,120,83,211006,College Friend
1334,139,186,020905,Partner
1335,110,33,980502,Online Friend
1336,147,102,061121,Friend
1337,77,105,990720,College Friend
1338,132,113,730418,Relative
1339,187,7,861030,Friend
1340,69,42,090729,Other
1341,41,190,220730,Partner
1342,47,200,171216,Other
1343,106,155,120108,Family
1344,109,38,180902,Family
1345,129,25,890210,Other
1346,45,20,001115,Friend
1347,32,106,991125,Family
1348,66,162,010812,Relative
1349,56,15,040826,College Friend
1350,76,148,940716,Partner
1351,13,168,221225,Partner
1352,71,52,010310,Online Friend
1353,65,74,820914,Family
1354,89,66,941102,Friend
1355,132,139,050729,Family
1356,139,178,101227,Partner
1357,101,181,860520,Online Friend
1358,106,181,910216,College Friend
1359,167,14,750711,Relative
1360,126,49,821216,Family
1361,17,95,891028,Other
1362,173,33,850612,Relative
1363,34,73,071228,Other
1364,111,192,030628,Online Friend
1365,64,149,190111,Partner
1366,125,198,951120,Family
1367,167,2,010824,Friend
1368,63,131,120309,Friend
1369,131,123,170522,Other
1370,20,95,720216,Family
1371,109,41,020603,College Friend
1372,93,165,090811,Online Friend
1373,165,172,151103,Other
1374,111,32,970205,Friend
1375,6,73,900707,Partner
1376,173,9,930602,Partner
1377,179,126,900206,College Friend
1378,121,50,150827,Family
1379,77,132,770611,Online Friend
1380,126,33,100719,Online Friend
1381,38,187,860418,Family
1382,86,159,871016,Partner
1383,164,71,770709,Other
1384,43,52,220205,Relative
1385,118,152,740711,College Friend
1386,48,49,900530,Friend
1387,17,136,830513,College Friend
1388,139,151,201030,Online Friend
1389,47,56,941108,Online Friend
1390,18,67,200219,Friend
1391,66,8,890916,Friend
1392,84,19,101207,Friend
1393,143,61,120322,Friend
1394,46,9,790716,Other
1395,132,180,010330,Other
1396,82,61,961025,Other
1397,12,123,910425,Relative
1398,56,67,101204,Other
1399,193,173,100517,Family
1400,127,38,810520,Other
1401,115,79,840507,Friend
1402,93,138,760104,Online Friend
1403,166,25,890121,Other
1404,90,36,950506,Family
1405,2,139,050706,Relative
1406,152,19,170924,Online Friend
1407,160,81,720118,Partner
1408,172,110,860405,Relative
1409,73,126,890112,Other
1410,131,140,810921,Online Friend
1411,158,59,830308,Online Friend
1412,71,53,060910,College Friend
1413,43,96,070429,College Friend
1414,65,101,980719,Partner
1415,35,121,070828,College Friend
1416,142,95,780526,Other
1417,47,133,811102,Family
1418,43,107,860326,Family
1419,179,120,911203,Other
1420,124,136,190217,Online Friend
1421,72,129,720529,College Friend
1422,88,136,111226,Other
1423,160,71,950716,Family
1424,197,125,220725,Friend
1425,98,52,791007,Family
1426,51,88,740303,College Friend
1427,6,30,710610,Family
1428,180,174,710817,Other
1429,14,165,191121,Family
1430,186,51,110421,Partner
1431,18,34,930411,Family
1432,54,113,710301,Other
1433,18,3,030617,Family
1434,52,89,980403,Relative
1435,173,153,980910,Relative
1436,104,43,710117,Partner
1437,72,188,840528,Partner
1438,66,33,800519,Other
1439,88,118,790415,College Friend
1440,18,69,060601,Relative
1441,14,79,920807,Family
1442,133,194,721007,Relative
1443,101,59,751122,Family
1444,138,94,970516,Partner
1445,49,50,081117,Other
1446,177,97,091210,Partner
1447,11,17,131130,Relative
1448,155,160,780630,Friend
1449,131,96,800318,Online Friend
1450,136,183,131213,Other
1451,130,153,130927,Relative
1452,164,21,970927,Friend
1453,149,22,040221,Friend
1454,57,176,951001,Friend
1455,116,81,001111,Online Friend
1456,16,174,060729,Online Friend
1457,95,196,920610,Online Friend
1458,126,187,121231,Relative
1459,38,77,901001,Family
1460,177,129,000130,Family
1461,140,127,100421,Other
1462,46,66,850109,Other
1463,103,168,010729,Partner
1464,3,189,170216,Family
1465,191,88,840211,Family
1466,174,49,941031,Family
1467,122,160,100718,Partner
1468,46,110,070215,Other
1469,84,62,010321,Partner
1470,159,179,880826,Other
1471,179,68,950904,Other
1472,89,191,200407,College Friend
1473,103,75,790726,College Friend
1474,199,148,930123,Friend
1475,92,62,021218,Online Friend
1476,155,159,130129,Online Friend
1477,86,147,091203,College Friend
1478,169,166,031207,Family
1479,4,91,140902,Online Friend
1480,181,172,860808,Online Friend
1481,95,31,700630,Family
1482,2,8,980930,Friend
1483,88,35,790604,Partner
1484,122,182,100531,Relative
1485,2,75,840722,Other
1486,190,49,780507,Partner
1487,76,3,720803,College Friend
1488,192,78,121217,Other
1489,138,51,780901,Other
1490,168,133,910831,Online Friend
1491,161,64,200224,College Friend
1492,119,51,700528,Family
1493,72,118,750704,Family
1494,52,200,941017,Other
1495,90,195,150521,College Friend
1496,190,116,120222,Other
1497,177,56,890914,Partner
1498,47,171,100915,Family
1499,75,37,031207,Relative
1500,93,6,830514,Partner
1501,26,197,730408,College Friend
1502,11,154,230423,Other
1503,62,96,860818,College Friend
1504,114,81,041202,College Friend
1505,158,192,830812,Other
1506,155,187,761211,Relative
1507,7,116,130116,Partner
1508,24,152,731119,Other
1509,58,64,720620,College Friend
1510,59,126,920129,Relative
1511,109,159,160306,Friend
1512,163,4,741203,Other
1513,18,28,991213,Friend
1514,52,88,851204,Other
1515,57,189,830321,Other
1516,66,51,080223,Relative
1517,59,159,970803,Family
1518,82,156,021214,Other
1519,55,126,811212,Friend
1520,39,85,220505,Relative
1521,99,176,080321,Friend
1522,174,66,151229,Relative
1523,34,120,931027,Partner
1524,190,113,160105,Online Friend
1525,122,25,150520,Online Friend
1526,14,84,980306,Friend
1527,23,188,170524,College Friend
1528,156,64,981023,Family
1529,30,58,220702,Other
1530,90,168,810913,Other
1531,93,23,800904,Partner
1532,110,155,981119,Online Friend
1533,186,200,230528,Other
1534,137,92,140511,Other
1535,169,102,870809,Partner
1536,148,158,980719,Family
1537,72,46,060425,Other
1538,136,196,970213,Relative
1539,98,24,140713,Online Friend
1540,19,188,970417,Family
1541,168,148,980423,Online Friend
1542,107,60,890908,College Friend
1543,181,63,220423,Other
1544,99,117,821109,Family
1545,142,49,710623,Online Friend
1546,200,77,171130,Other
1547,35,50,171202,Relative
1548,88,66,900120,Other
1549,90,60,721004,Friend
1550,157,155,820302,Partner
1551,119,114,930729,Other
1552,190,32,000801,Partner
1553,180,163,900603,College Friend
1554,81,90,030317,Other
1555,177,30,170918,Family
1556,121,60,990621,Friend
1557,17,1,110310,Friend
1558,136,82,940418,Other
1559,37,16,100519,Other
1560,69,23,080822,Family
1561,19,177,160701,Online Friend
1562,105,117,940529,Family
1563,117,82,700902,Family
1564,87,173,050911,Family
1565,49,92,040828,Friend
1566,35,169,150523,College Friend
1567,146,37,960309,Friend
1568,93,21,980101,Partner
1569,175,11,970424,Partner
1570,5,115,011019,Other
1571,69,65,970901,Online Friend
1572,159,173,150223,Friend
1573,128,196,961205,Relative
1574,47,164,960401,Family
1575,17,164,870701,Friend
1576,102,73,161123,Friend
1577,118,52,160916,Friend
1578,4,155,060722,Relative
1579,119,10,730119,Online Friend
1580,67,104,750121,Relative
1581,72,176,000716,Relative
1582,70,192,751111,Relative
1583,125,186,701217,Friend
1584,102,21,181226,Partner
1585,160,156,840227,Friend
1586,69,159,860723,Friend
1587,155,184,900328,Online Friend
1588,73,71,951126,College Friend
1589,161,35,010406,Other
1590,124,86,210506,Partner
1591,55,32,131229,Relative
1592,75,85,180215,Partner
1593,193,163,910113,College Friend
1594,89,21,110222,Partner
1595,9,102,161023,Online Friend
1596,77,173,990225,Partner
1597,150,139,130203,Friend
1598,32,3,910718,Family
1599,100,127,110413,Family
1600,162,140,001130,College Friend
1601,158,144,070322,Family
1602,130,14,000613,Online Friend
1603,22,186,840322,College Friend
1604,47,13,210522,Other
1605,182,5,190414,Partner
1606,180,63,960829,College Friend
1607,162,32,810506,Family
1608,10,170,880614,Partner
1609,165,22,910401,College Friend
1610,55,190,870120,College Friend
1611,93,58,740429,Family
1612,174,9,970704,College Friend
1613,68,9,120401,College Friend
1614,186,104,800331,Online Friend
1615,60,81,901203,Online Friend
1616,86,78,220222,Friend
1617,40,85,790313,Partner
1618,103,179,030927,Friend
1619,169,88,770831,College Friend
1620,170,175,870331,Friend
1621,39,58,200217,Relative
1622,107,27,751006,Family
1623,125,3,050709,Family
1624,125,158,910328,Family
1625,123,52,700612,Online Friend
1626,143,140,790730,Partner
1627,136,125,770626,Family
1628,60,37,161112,Family
1629,122,189,220615,Partner
1630,70,75,740226,College Friend
1631,43,137,920312,Family
1632,104,74,750116,Relative
1633,142,171,770612,Other
1634,50,138,961213,Other
1635,176,111,000514,College Friend
1636,92,117,031007,Other
1637,42,40,070417,Partner
1638,114,17,970622,Online Friend
1639,163,139,831227,College Friend
1640,79,78,980119,Other
1641,154,23,050211,College Friend
1642,115,121,801030,Online Friend
1643,34,76,770819,Friend
1644,4,146,721126,Relative
1645,45,67,210416,Other
1646,67,21,790916,Friend
1647,30,56,931221,Other
1648,188,71,011009,Family
1649,150,115,880822,Family
1650,115,43,870531,Partner
1651,132,126,140910,Partner
1652,150,73,840302,Friend
1653,69,198,791102,Relative
1654,128,178,040418,Relative
1655,57,171,180425,Partner
1656,159,108,170110,Friend
1657,140,78,850828,Family
1658,163,197,080107,Partner
1659,132,88,910306,Other
1660,150,63,730601,Online Friend
1661,49,45,990325,Partner
1662,139,138,211017,College Friend
1663,171,21,180512,Online Friend
1664,145,191,900225,College Friend
1665,39,105,141115,Friend
1666,8,104,070923,Family
1667,78,173,891127,Other
1668,3,49,190831,Partner
1669,92,128,090819,Family
1670,171,174,750618,Friend
1671,163,59,030312,College Friend
1672,188,147,760116,Relative
1673,77,1,820510,Friend
1674,84,99,100914,Other
1675,52,174,120519,Partner
1676,5,85,220329,College Friend
1677,78,165,980426,College Friend
1678,95,83,711023,Other
1679,192,37,960922,Relative
1680,30,76,930511,Other
1681,38,88,750129,Friend
1682,81,146,830716,Relative
1683,139,136,750716,Partner
1684,136,143,750502,Partner
1685,195,130,840106,Online Friend
1686,19,132,780804,Partner
1687,121,103,170504,Relative
1688,140,171,701219,Partner
1689,41,74,870325,Relative
1690,19,182,950527,Online Friend
1691,151,174,170516,Relative
1692,98,10,190923,Family
1693,157,126,131016,Partner
1694,34,132,110710,Family
1695,191,124,970821,Online Friend
1696,128,29,191011,Other
1697,163,176,990518,Family
1698,105,81,780619,Relative
1699,132,177,771119,Online Friend
1700,78,142,971128,Relative
1701,76,194,860216,Friend
1702,52,170,940424,Friend
1703,13,123,961005,Relative
1704,113,177,770723,Online Friend
1705,112,90,770611,College Friend
1706,136,45,060628,Online Friend
1707,181,166,011226,Relative
1708,16,178,191013,Other
1709,32,187,071102,Online Friend
1710,25,17,031209,Relative
1711,119,52,721029,Online Friend
1712,142,47,000507,Online Friend
1713,72,195,740723,College Friend
1714,35,76,811104,Partner
1715,85,132,771205,Friend
1716,197,8,171214,Family
1717,174,178,780209,Partner
1718,199,14,111020,Other
1719,55,51,770314,Family
1720,69,132,141214,Family
1721,156,121,040411,Family
1722,199,120,790904,College Friend
1723,72,101,950317,Friend
1724,46,42,090725,College Friend
1725,62,113,230526,Friend
1726,3,114,111225,College Friend
1727,142,40,770203,Relative
1728,132,169,150117,College Friend
1729,183,82,091208,Other
1730,134,23,830523,Friend
1731,37,109,720611,Online Friend
1732,194,43,201206,Online Friend
1733,200,125,061130,Friend
1734,112,43,730211,Other
1735,56,44,990924,Online Friend
1736,163,194,820917,College Friend
1737,60,171,750430,Other
1738,103,96,860921,Partner
1739,37,139,961219,College Friend
1740,158,152,051210,Online Friend
1741,59,74,950914,Partner
1742,141,56,840727,Friend
1743,85,165,180524,Other
1744,70,195,821121,Family
1745,73,181,140531,Online Friend
1746,72,182,950120,Online Friend
1747,160,43,120103,Family
1748,2,72,801214,Partner
1749,71,175,230503,Relative
1750,149,23,760704,Online Friend
1751,27,103,710429,Friend
1752,29,11,710128,College Friend
1753,156,159,230101,Family
1754,161,167,030126,College Friend
1755,133,7,760326,Friend
1756,62,33,060417,Relative
1757,33,102,770308,College Friend
1758,199,87,910725,Other
1759,110,20,980122,Online Friend
1760,57,37,001214,Family
1761,1,161,980312,Online Friend
1762,166,139,760516,Relative
1763,42,88,230922,Relative
1764,143,184,130409,College Friend
1765,100,152,080616,College Friend
1766,22,85,160813,Online Friend
1767,189,60,110727,Relative
1768,1,23,850124,Friend
1769,188,43,200403,Other
1770,67,144,850314,College Friend
1771,16,102,960404,Relative
1772,20,76,190315,Family
1773,192,42,030622,Friend
1774,20,147,060921,Partner
1775,173,114,100408,College Friend
1776,50,47,970830,Online Friend
1777,154,63,820326,Relative
1778,135,76,760407,Relative
1779,135,167,851022,Family
1780,197,2,041219,Friend
1781,11,117,091231,Relative
1782,4,11,850623,Online Friend
1783,169,146,980302,Friend
1784,23,40,720627,College Friend
1785,57,15,890812,Family
1786,63,184,141117,College Friend
1787,1,100,020909,Online Friend
1788,171,58,910509,Friend
1789,47,98,141212,Family
1790,133,72,770122,Friend
1791,116,114,150901,Partner
1792,189,5,710601,Other
1793,176,185,760516,Relative
1794,8,84,180326,Online Friend
1795,112,76,860407,Family
1796,5,22,101029,Family
1797,113,59,081207,Friend
1798,64,82,970112,Partner
1799,174,12,201130,College Friend
1800,85,126,060907,Friend
1801,64,45,740710,Family
1802,125,109,750713,Partner
1803,5,65,041018,Partner
1804,182,154,711011,Online Friend
1805,183,178,050227,Other
1806,131,146,141123,Relative
1807,48,65,120617,Friend
1808,90,91,200904,Relative
1809,149,67,950713,Relative
1810,166,13,120213,Partner
1811,35,98,790723,Relative
1812,171,54,790207,Friend
1813,52,18,031018,Other
1814,61,98,800909,Friend
1815,120,25,170412,Partner
1816,95,96,230110,Other
1817,83,148,890619,Relative
1818,198,156,120521,Relative
1819,52,189,750321,Friend
1820,101,106,840816,Online Friend
1821,142,104,071108,Other
1822,172,197,920327,Partner
1823,154,138,221030,Online Friend
1824,103,144,900223,Family
1825,73,147,030227,Other
1826,149,66,060318,Friend
1827,77,129,070317,Relative
1828,43,138,910714,Partner
1829,34,128,160507,Other
1830,8,132,810219,Friend
1831,32,16,800924,College Friend
1832,79,43,721209,Online Friend
1833,109,24,890406,Friend
1834,187,13,800511,Partner
1835,20,132,870607,Partner
1836,164,86,011002,Family
1837,63,52,020827,Family
1838,96,40,160204,Partner
1839,169,121,920316,Relative
1840,52,57,730827,Other
1841,101,24,060627,Relative
1842,82,2,950530,Friend
1843,124,133,910709,Relative
1844,14,51,921205,Relative
1845,53,33,130120,Partner
1846,185,46,700828,Online Friend
1847,2,93,810407,Family
1848,119,82,100822,Friend
1849,68,76,880822,Online Friend
1850,112,2,020213,Other
1851,35,104,890804,Friend
1852,93,72,700915,Friend
1853,139,54,700816,Other
1854,124,59,800301,Other
1855,75,64,081030,Online Friend
1856,162,36,010525,Friend
1857,97,164,770826,Online Friend
1858,38,158,091121,Friend
1859,38,119,810225,Online Friend
1860,62,174,030520,Family
1861,99,198,160530,Partner
1862,57,68,061015,Partner
1863,96,164,130501,College Friend
1864,20,29,930426,Relative
1865,42,181,710309,Other
1866,170,139,030922,Family
1867,196,193,080213,Friend
1868,172,193,121027,College Friend
1869,63,90,030808,Friend
1870,134,167,710213,Relative
1871,62,194,800703,College Friend
1872,141,115,170430,College Friend
1873,60,198,850413,Friend
1874,97,127,160402,Relative
1875,11,69,100125,College Friend
1876,116,132,170104,Family
1877,10,88,941229,Relative
1878,135,99,971208,Family
1879,104,64,001101,Relative
1880,149,52,050814,Other
1881,121,11,090821,College Friend
1882,131,13,790120,Online Friend
1883,22,45,810123,Friend
1884,187,51,140513,Other
1885,154,6,720516,Online Friend
1886,43,148,920429,Family
1887,117,150,130409,Partner
1888,64,151,150914,College Friend
1889,168,182,730408,Partner
1890,92,2,230404,Friend
1891,25,100,971106,Friend
1892,124,118,180406,Partner
1893,130,125,220202,Family
1894,1,41,940725,Relative
1895,165,173,110117,Other
1896,57,70,020111,Online Friend
1897,21,57,820811,Friend
1898,146,137,140518,College Friend
1899,139,110,880107,Relative
1900,88,45,040301,Friend
1901,188,137,210812,Partner
1902,94,169,711219,Relative
1903,15,100,770916,Friend
1904,106,90,120708,Friend
1905,138,25,071022,College Friend
1906,53,105,080227,Other
1907,24,198,841021,College Friend
1908,16,121,190803,Other
1909,156,31,980701,Partner
1910,200,59,971021,College Friend
1911,32,168,750221,College Friend
1912,99,33,881126,Online Friend
1913,37,56,881117,Partner
1914,98,172,781013,Partner
1915,195,79,720701,Family
1916,92,84,931124,Relative
1917,46,16,900831,Partner
1918,124,189,050102,Partner
1919,147,2,070329,Friend
1920,80,51,140225,College Friend
1921,1,79,700911,College Friend
1922,73,59,880512,College Friend
1923,156,172,760205,Online Friend
1924,50,10,770227,Friend
1925,99,107,920520,Family
1926,180,189,971024,Online Friend
1927,89,163,191204,Family
1928,54,159,740215,Friend
1929,34,95,710121,College Friend
1930,116,34,100820,Partner
1931,186,78,870715,Friend
1932,9,2,750202,Friend
1933,44,11,791029,Other
1934,61,153,870903,Family
1935,160,128,720526,Partner
1936,96,83,701218,Partner
1937,78,147,790809,Other
1938,81,165,740312,Other
1939,135,160,871024,Partner
1940,91,20,811216,Other
1941,132,125,151115,Online Friend
1942,64,22,971119,Friend
1943,140,49,740423,Relative
1944,103,104,840214,Other
1945,14,88,750822,Relative
1946,167,77,010310,Family
1947,165,187,830418,Online Friend
1948,175,56,810425,College Friend
1949,9,44,200724,Friend
1950,106,24,870407,Relative
1951,90,160,110827,Online Friend
1952,82,52,140917,Online Friend
1953,107,21,910923,College Friend
1954,186,86,870205,Friend
1955,193,58,020218,Friend
1956,76,145,910601,Friend
1957,30,117,121020,Other
1958,28,159,081211,Other
1959,158,195,991218,Other
1960,98,136,920619,College Friend
1961,121,54,190322,Partner
1962,25,168,880730,Partner
1963,176,8,220318,Friend
1964,186,182,121003,College Friend
1965,17,83,060730,Friend
1966,188,64,230604,Friend
1967,120,156,070913,Relative
1968,114,58,890113,Relative
1969,145,78,780405,College Friend
1970,112,142,130513,Online Friend
1971,95,156,230519,Partner
1972,20,15,110517,Online Friend
1973,126,186,100725,Partner
1974,11,91,780817,Other
1975,139,80,721005,College Friend
1976,194,192,141111,Other
1977,48,38,700902,Family
1978,145,116,830303,Friend
1979,69,64,780320,Family
1980,56,165,980504,Other
1981,94,15,831031,College Friend
1982,183,85,740916,Friend
1983,167,79,161130,Partner
1984,117,156,881109,College Friend
1985,32,41,760828,Friend
1986,84,127,060822,Partner
1987,195,98,060408,Friend
1988,180,25,781120,College Friend
1989,75,128,990311,College Friend
1990,33,111,730210,Partner
1991,3,147,910312,Relative
1992,53,52,930626,Relative
1993,151,182,170313,Partner
1994,117,121,060421,College Friend
1995,148,152,210605,Family
1996,48,79,810319,Family
1997,89,37,090927,Family
1998,81,126,980107,Family
1999,151,10,020412,Partner
2000,58,147,021110,Other
